0.00000080,0.45678824,0.89757709,0.94873750,0.61250532,0.72119556,0.69537875,0.52551150,0.76932935,0.75170095,0.63400616,0.62412669,0.60560045,0.58959564,0.60442083,0.59976687,0.63828700,0.58918868,0.62854166,0.61853012,0.60189478,0.59885623,0.60699618,0.64984477,0.60004660,0.58161103,0.61185811,0.56317860,0.64885021,0.62873389,0.65037942,0.58149973,0.62021089,0.61109943,0.58296567,0.61017852,0.61726325,0.59302294,0.62517569,0.60027997,0.61326662,0.59823997,0.63441319,0.63351598,0.59788984,0.60707391,0.62358384,0.59588535,0.64552814,0.60718309
0.89151390,0.57709341,0.47355093,0.78727065,0.87221354,0.48701311,0.54444833,0.59904405,0.71786289,0.50721584,0.63926536,0.67214747,0.62977677,0.58430607,0.62472505,0.63176793,0.60518697,0.59643082,0.59191117,0.60551052,0.57542183,0.64277067,0.61911186,0.61979285,0.62514524,0.62976072,0.61627386,0.59813565,0.61426790,0.60961811,0.65529557,0.59500810,0.62979535,0.59185815,0.60401738,0.60742619,0.60613356,0.60481731,0.58560210,0.58505972,0.60545188,0.58152548,0.60128745,0.59951680,0.60539188,0.59707910,0.63108318,0.60684646,0.62430707,0.61157212
0.41437396,0.32809187,0.68192252,0.65473757,0.89180088,0.87022247,0.63837514,0.52773436,0.76264421,0.62529688,0.66810538,0.58927019,0.55254617,0.62357570,0.63202061,0.63010214,0.59552101,0.59632036,0.60487689,0.64261813,0.57392172,0.58224059,0.60190022,0.57396317,0.60316965,0.61772231,0.60693988,0.58826299,0.63501721,0.60344529,0.57988643,0.61351080,0.60913954,0.61262475,0.60266008,0.63260756,0.60334665,0.64676823,0.61951875,0.59995378,0.62722977,0.61882249,0.64269241,0.63441033,0.56618807,0.61055806,0.59783621,0.64302615,0.63887940,0.63668766
0.48106957,0.35904654,0.81294237,0.74853672,0.76698857,0.83357380,0.44309089,0.74899056,0.64025828,0.74759588,0.69414231,0.64091623,0.59816802,0.66115062,0.68335561,0.59557898,0.61835499,0.62348903,0.60249644,0.59975063,0.63496731,0.59395140,0.57126898,0.60444786,0.60361284,0.63032817,0.62511630,0.60612910,0.60909719,0.61188357,0.60637270,0.60526472,0.58007378,0.60234984,0.58109617,0.57932429,0.64321098,0.58477459,0.61917631,0.60737830,0.60211434,0.63381420,0.60960650,0.60021518,0.59453355,0.60396413,0.57194675,0.61344069,0.59990484,0.58999303
0.61095601,0.25439541,0.68202346,0.81061506,0.79497290,0.85659933,0.77114389,0.72857198,0.69509078,0.58830838,0.60882607,0.66734687,0.59691722,0.59892180,0.61143758,0.63281016,0.60810370,0.63499540,0.57967051,0.62163512,0.57609621,0.60785483,0.65619013,0.63070679,0.62390393,0.59988153,0.63105963,0.58955613,0.64938183,0.63012011,0.60710637,0.63403884,0.59727784,0.64701519,0.58536232,0.58604925,0.61702369,0.60423437,0.61919124,0.57899963,0.59714418,0.60449290,0.62668898,0.64860229,0.56603075,0.61563689,0.59100233,0.61848135,0.63075152,0.63142804
0.88418769,0.72632128,0.28343818,0.90587329,0.85879082,0.76560243,0.60732442,0.66535056,0.78287121,0.54134704,0.72296945,0.65082931,0.65289828,0.58348500,0.58441598,0.58731394,0.62929225,0.60076569,0.62765610,0.57923283,0.60726080,0.53835539,0.62537434,0.58014091,0.59568587,0.61167821,0.58946368,0.61358817,0.59899485,0.59925149,0.65137257,0.62940865,0.63906595,0.61418990,0.61328730,0.62107109,0.61508133,0.65562215,0.59274804,0.61220712,0.64041567,0.63864950,0.58552000,0.60706985,0.63653286,0.62591261,0.63351572,0.62109576,0.61841616,0.63378376
0.39204164,0.68007000,0.44773012,0.90617642,0.56383931,0.77803534,0.64009286,0.81845397,0.48192058,0.73371525,0.52524898,0.65808656,0.62749847,0.60816937,0.60041192,0.65331091,0.65911438,0.58853645,0.63829743,0.58488074,0.57622926,0.62495129,0.58558589,0.64135274,0.63453140,0.63065164,0.60794394,0.61427346,0.62520816,0.61119205,0.59937927,0.57842611,0.58995279,0.57846328,0.63904227,0.58982603,0.60701835,0.59237749,0.65373735,0.64900798,0.59222175,0.61740904,0.59410687,0.60784251,0.61256955,0.60788558,0.62212189,0.65661647,0.55136821,0.59762067
0.04138105,0.54565385,0.90057615,0.37038454,0.88466347,0.82885261,0.76015156,0.70463987,0.67242729,0.62340602,0.49419159,0.67685346,0.59114335,0.65277683,0.61010932,0.62256997,0.62387099,0.64981972,0.60257158,0.64082944,0.60726217,0.57971103,0.62840836,0.58661088,0.59218791,0.63860943,0.60216820,0.59459091,0.60462468,0.59034754,0.64256119,0.58032773,0.62512127,0.61356565,0.64528585,0.61161453,0.63264219,0.60804404,0.62293306,0.60860150,0.61102866,0.60549531,0.57344638,0.65485966,0.60599725,0.63228180,0.62591333,0.62727923,0.62795058,0.59010143
0.19399596,0.81866125,0.27379869,0.91882351,0.83929979,0.70467973,0.71712017,0.72935187,0.65836984,0.69485080,0.71276358,0.69596285,0.70761345,0.58269328,0.58503603,0.63342932,0.67103913,0.60601595,0.61868893,0.59415258,0.61845561,0.61232889,0.61923530,0.58791608,0.62678062,0.61769360,0.63017164,0.60831927,0.61600661,0.60112294,0.63886870,0.62598970,0.62632521,0.61672103,0.57600480,0.60387405,0.61721100,0.61447384,0.62027018,0.57825707,0.63074277,0.63550432,0.58229979,0.60751372,0.59617271,0.58762077,0.61542095,0.60572240,0.58977199,0.61674027
0.75252055,0.89256858,0.69519491,0.86770586,0.78155343,0.45625252,0.83958764,0.56858948,0.45009568,0.54956071,0.68298117,0.62597862,0.61552618,0.57969272,0.58963985,0.63442472,0.61126588,0.65636918,0.63385327,0.62451169,0.56463976,0.60983868,0.63091474,0.64012355,0.57955902,0.61549806,0.60909578,0.63866583,0.64182981,0.59425026,0.57496875,0.65918733,0.60297051,0.61738645,0.59138903,0.59255929,0.62042467,0.63379378,0.60915888,0.62903508,0.61446803,0.59855021,0.63179322,0.59169154,0.63058662,0.61146281,0.61742851,0.60115326,0.59542698,0.61809544
